Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,Unicode,Element Type
Name Property for Network Names,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Name Property for Networks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Name Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Name Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Network Property for IP Addresses,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Network Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Node Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
NodeHighestVersion Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
NodeLowestVersion Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
NodeName Property for Nodes,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Path Property for File Shares,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
PendingTimeout Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
PersistentState Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
PersistentState Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
RemapPipeNames Property for Network Names,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Remark Property for File Shares,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
RestartAction Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
RestartPeriod Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
RestartThreshold Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
RetryPeriodOnFailure Property for Resources,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Role Property for Networks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Security Descriptor Property for Clusters,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Security Descriptor Property for File Shares,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Security Property for Clusters,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Security Property for File Shares,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
SeparateMonitor Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
ServiceName Property for Generic Services,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
ShareName Property for File Shares,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
ShareSubDirs Property for File Shares,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Signature Property for Physical Disks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
SkipChkdsk Property for Physical Disks,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
StartupParameters Property for Generic Services,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
SubnetMask Property for IP Addresses,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Type Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
UseNetworkName Property for Generic Applications,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
UseNetworkName Property for Generic Services,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
CLRES_FUNCTION_TABLE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,,,structure
CLRES_V1_FUNCTIONS,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,,,structure
CLUS_PARTITION_INFO,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUS_RESOURCE_CLASS_INFO,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUS_SCSI_ADDRESS,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUS_STARTING_PARAMS,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUS_WORKER,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_BINARY,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_BUFFER_HELPER,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_DISK_NUMBER,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_DISK_SIGNATURE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_DWORD,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_LIST,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_LONG,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,,,structure
CLUSPROP_MULTI_SZ,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_PARTITION_INFO,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_PROPERTY_NAME,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_REQUIRED_DEPENDENCY,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_RESOURCE_CLASS,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_RESOURCE_CLASS_INFO,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_SCSI_ADDRESS,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_SYNTAX,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_SZ,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_ULARGE_INTEGER,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSPROP_VALUE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSTERVERSIONINFO,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
CLUSTERVERSIONINFO_NT4,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
RESOURCE_STATUS,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,,,structure
RESUTIL_PROPERTY_ITEM,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,structure
MsiApplyPatch,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiCloseAllHandles,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,,function
MsiCloseHandle,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,,function
MsiCollectUserInfo,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiConfigureFeature,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiConfigureProduct,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiConfigureProductEx,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msi.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiCreateRecord,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msiquery.h,,Msi.lib,,function
MsiCreateTransformSummaryInfo,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msiquery.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiDatabaseApplyTransform,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msiquery.h,,Msi.lib,Implemented as Unicode and ANSI versions on all platforms.,function
MsiDatabaseCommit,Windows NT 4.0 SP3 or later. Available as a redistributable.,Windows 95 or later. Available as a redistributable for Windows 95.,Windows Installer,,Msiquery.h,,Msi.lib,,function
